./map1.txt
1.5708,0.785398,1.5708,0.785398,1.5708,
1.57129,0.808619,1.5895,0.890773,1.66613,
0.793208,2.08092,2.78801,2.34942,3.82821,
0.790941,2.13248,2.83591,2.39057,3.89769,
0.830347,2.21523,2.77277,2.39423,3.96995,
0.810328,2.2015,2.71193,2.37626,4.03497,
0.820123,2.11497,2.60182,2.32775,4.1359,
0.916598,2.02,2.57455,2.37809,4.23713,
0.941344,2.06513,2.51368,2.32295,4.33428,
0.894382,2.034,2.58952,2.24653,4.40742,
0.856554,1.94507,2.69946,2.13974,4.455,
0.866865,1.87538,2.73799,2.18528,4.50844,
0.904157,1.83445,2.71708,2.09345,4.54591,
0.905269,1.85694,2.79829,2.05058,4.56752,
0.902657,1.93517,2.8602,1.9745,4.64571,
0.918515,1.85574,2.94754,1.87983,4.64842,
0.99171,1.87184,3.01193,1.85005,4.6786,
0.979301,1.84873,3.05817,1.76432,4.65828,
1.07039,1.86162,3.20388,1.70158,4.66653,
1.14908,1.83105,3.33823,1.64829,4.73091,
1.27095,1.90932,3.46627,1.62845,4.78263,
1.25611,1.90071,3.46663,1.57672,4.80879,
1.30193,1.99338,3.48978,1.56909,4.85317,
1.35953,2.01138,3.60106,1.55491,4.91085,
1.43453,2.04552,3.71061,1.56831,4.87305,
1.37054,2.08695,3.82612,1.57057,4.87984,
1.39394,2.14144,3.82975,1.58479,4.88182,
1.3301,2.32138,3.8589,1.51062,4.85575,
1.26454,2.34473,3.95606,1.51288,4.83343,
1.21483,2.37721,4.00888,1.46855,4.73603,
1.1771,2.35454,4.12135,1.45423,4.67551,
1.18836,2.41239,4.22605,1.47323,4.65198,
1.15703,2.56411,4.29504,1.52931,4.58995,
1.2284,2.69797,4.31488,1.65349,4.54984,
1.84853,3.20428,3.90145,1.87164,4.91447,
1.83859,3.17688,3.8988,1.85503,4.91945,
1.8531,3.0151,3.79677,1.92318,4.92131,
1.71872,2.88876,3.98859,2.01106,4.85887,
1.72995,2.81202,3.93136,2.07508,4.85601,
1.63114,2.84116,3.8807,2.16544,4.85548,
1.5639,2.85216,3.81998,2.14988,4.82972,
1.51651,2.86724,3.834,2.16829,4.81289,
1.54383,3.14115,3.87513,2.36829,4.79283,
1.48955,3.15342,3.81999,2.39965,4.82136,
1.39423,3.15898,3.73105,2.51934,4.83326,
1.26845,3.09673,3.60781,2.6407,4.80727,
1.17862,3.04739,3.50532,2.76479,4.76213,
1.16274,2.98206,3.52265,2.84168,4.69487,
1.09529,2.84732,3.53503,2.85577,4.68571,
1.10428,2.71817,3.41424,2.86422,4.62328,
0.999667,2.67375,3.2789,2.88617,4.58295,
0.770543,2.59658,3.26705,2.76093,4.52299,
0.533847,2.50502,3.18751,2.83563,4.5489,
0.392699,2.35619,3.14159,2.82743,4.71239,
