map1.txt
1.57,0.78,1.57,0.78,1.57,
1.43775,1.07222,1.96584,0.975353,1.85819,
1.84801,1.45867,2.21442,0.922873,1.94741,
1.84415,1.84527,2.52442,1.23519,2.00746,
1.69748,2.08546,2.72117,1.30673,2.02548,
1.56694,2.11192,2.76305,1.45806,2.29393,
1.64027,2.31623,2.5929,1.38712,2.57199,
1.50733,2.2933,2.46906,1.44799,2.71463,
1.39247,2.49701,2.22436,1.34583,3.03027,
1.29242,2.48231,2.31593,1.49325,3.19824,
1.20238,2.46908,2.39834,1.62592,3.34942,
1.12134,2.45717,2.4725,1.74533,3.48547,
1.04841,2.44645,2.53925,1.8528,3.60793,
0.982767,2.43681,2.59933,1.94952,3.71813,
0.92369,2.42813,2.65339,2.03657,3.81732,
0.861166,2.28334,2.73733,1.8917,3.92669,
0.95769,2.34151,2.81437,1.72291,4.05899,
1.01792,2.37711,2.93071,1.75881,4.22644,
0.963973,2.39603,2.78991,1.69743,4.34583,
0.886938,2.18691,2.74023,1.54444,4.40605,
0.868392,2.01306,2.78082,1.4844,4.38536,
0.820021,2.0064,2.92521,1.51125,4.53806,
0.742593,1.92358,2.97781,1.42869,4.5782,
0.722783,1.76658,3.11843,1.40533,4.6654,
0.775497,1.78467,3.23643,1.45558,4.82079,
0.72387,1.88784,3.4634,1.56455,4.91961,
0.821161,2.03217,3.56891,1.63744,5.01848,
0.831751,1.94391,3.70043,1.69076,5.08071,
0.783183,1.92332,3.79907,1.79492,5.14157,
0.707537,1.90728,3.68095,1.84949,5.25109,
0.654903,1.83926,3.63386,1.96478,5.22328,
0.608593,1.74273,3.58214,2.0499,5.20689,
0.561336,1.62978,3.55484,2.15078,5.22859,
0.555889,1.56674,3.43828,2.16753,5.24077,
0.567976,1.54194,3.41011,2.23779,5.16888,
0.518185,1.56733,3.46173,2.29504,5.09802,
0.487626,1.61422,3.48854,2.31428,5.0957,
0.478063,1.6878,3.45369,2.36485,5.05713,
0.451036,1.74521,3.33648,2.39874,5.132,
0.445132,1.80569,3.31683,2.44087,5.0898,
0.439819,1.86012,3.29915,2.47878,5.05182,
0.402298,1.88218,3.37691,2.54742,5.02658,
0.383874,1.99751,3.41985,2.64462,4.93796,
0.384686,2.03276,3.39187,2.66215,4.91517,
0.385418,2.06449,3.36668,2.67794,4.89465,
0.386076,2.09304,3.34401,2.69215,4.87619,
0.386668,2.11873,3.32361,2.70493,4.85957,
0.387202,2.14186,3.30525,2.71644,4.84461,
0.387681,2.16267,3.28872,2.72679,4.83115,
0.388113,2.18141,3.27385,2.73611,4.81903,
0.388502,2.19827,3.26047,2.7445,4.80813,
0.388852,2.21344,3.24842,2.75205,4.79832,
0.389167,2.2271,3.23758,2.75885,4.78949,
0.38945,2.23939,3.22782,2.76496,4.78154,
0.389705,2.25045,3.21904,2.77047,4.77438,
0.389934,2.2604,3.21113,2.77542,4.76795,
0.390141,2.26936,3.20402,2.77988,4.76215,
0.390327,2.27743,3.19762,2.78389,4.75694,
0.390494,2.28468,3.19186,2.7875,4.75224,
0.390645,2.29122,3.18667,2.79075,4.74802,
0.39078,2.29709,3.182,2.79368,4.74422,
0.390902,2.30238,3.1778,2.79631,4.74079,
0.391012,2.30715,3.17402,2.79868,4.73772,
0.391111,2.31143,3.17062,2.80081,4.73494,
0.3912,2.31529,3.16756,2.80273,4.73245,
0.39128,2.31876,3.1648,2.80446,4.7302,
0.391352,2.32188,3.16232,2.80601,4.72818,
0.391417,2.3247,3.16009,2.80741,4.72637,
0.391475,2.32723,3.15808,2.80867,4.72473,
0.391527,2.3295,3.15627,2.8098,4.72326,
0.391575,2.33155,3.15465,2.81082,4.72193,
0.391617,2.3334,3.15318,2.81174,4.72074,
0.391656,2.33506,3.15186,2.81257,4.71966,
0.39169,2.33655,3.15068,2.81331,4.7187,
0.391721,2.3379,3.14961,2.81398,4.71783,
0.391749,2.33911,3.14865,2.81458,4.71704,
0.391774,2.3402,3.14778,2.81512,4.71634,
0.391797,2.34118,3.14701,2.81561,4.71571,
0.391817,2.34206,3.1463,2.81605,4.71514,
0.391835,2.34285,3.14567,2.81644,4.71462,
0.391852,2.34357,3.14511,2.8168,4.71416,
0.391867,2.34421,3.1446,2.81712,4.71374,
0.39188,2.34479,3.14414,2.81741,4.71337,
0.391892,2.34531,3.14372,2.81767,4.71303,
0.391903,2.34578,3.14335,2.8179,4.71273,
0.391912,2.3462,3.14302,2.81811,4.71246,
0.391921,2.34658,3.14271,2.8183,4.71221,
0.391929,2.34692,3.14244,2.81847,4.71199,
0.391936,2.34723,3.1422,2.81862,4.71179,
0.391943,2.34751,3.14198,2.81876,4.71161,
0.391948,2.34776,3.14178,2.81888,4.71145,
0.391953,2.34798,3.1416,2.819,4.71131,
0.391958,2.34818,3.14144,2.8191,4.71117,
0.391962,2.34837,3.1413,2.81919,4.71106,
0.391966,2.34853,3.14117,2.81927,4.71095,
0.391969,2.34868,3.14105,2.81934,4.71086,
0.391973,2.34881,3.14095,2.81941,4.71077,
0.391975,2.34893,3.14085,2.81947,4.71069,
0.391978,2.34903,3.14077,2.81952,4.71062,
0.392,2.35,3.14,2.82,4.71,
