map1.txt
1.57,0.78,1.57,0.78,1.57,
1.58475,0.802426,1.60538,0.773508,1.56537,
1.60031,0.854567,1.62037,0.771843,1.55695,
1.61412,0.876488,1.61994,0.782675,1.54438,
1.61038,0.903008,1.64881,0.816533,1.57103,
0.702787,2.04718,2.81418,2.38812,3.99289,
0.750764,2.07401,2.81416,2.42027,3.96223,
0.797124,2.08969,2.83296,2.45535,3.92724,
0.797586,2.12387,2.80494,2.46371,3.93407,
0.795807,2.13801,2.79137,2.49429,3.90448,
0.848401,2.15234,2.78772,2.49033,3.90069,
0.858854,2.16081,2.78867,2.5259,3.89088,
0.912278,2.16997,2.78508,2.52121,3.89046,
0.95855,2.17994,2.80457,2.51112,3.91061,
1.00339,2.18215,2.78558,2.52561,3.93343,
1.01079,2.16997,2.77176,2.53559,3.951,
1.03476,2.17613,2.75822,2.52231,3.97168,
1.03467,2.17643,2.75185,2.5201,3.97214,
1.0302,2.20927,2.72719,2.50073,3.9659,
1.0504,2.24277,2.71176,2.48154,3.98695,
1.07163,2.23296,2.70511,2.45747,3.99678,
1.08668,2.23835,2.68541,2.44686,4.00124,
1.08681,2.24063,2.66457,2.42622,3.99969,
1.11895,2.25778,2.63872,2.43684,4.01192,
1.12264,2.27972,2.62407,2.41702,4.02296,
1.13556,2.28371,2.60355,2.43228,4.01627,
1.13768,2.3039,2.57822,2.43274,4.03836,
1.13955,2.30742,2.57089,2.4303,4.0338,
1.14253,2.29583,2.55568,2.4195,4.05279,
1.16876,2.29832,2.55619,2.40861,4.06529,
1.19862,2.28879,2.53861,2.3967,4.08461,
1.21818,2.31789,2.53306,2.37348,4.09664,
1.24991,2.32864,2.53648,2.35658,4.11544,
1.26467,2.36498,2.5253,2.34575,4.12428,
1.27135,2.38685,2.50773,2.32537,4.11878,
1.27235,2.40999,2.51573,2.30626,4.13235,
1.27601,2.39512,2.50373,2.29133,4.14554,
1.32002,2.37873,2.50277,2.2691,4.16455,
1.3545,2.37829,2.52195,2.25903,4.17721,
1.35965,2.36404,2.53495,2.25099,4.19771,
1.37115,2.35858,2.52248,2.23793,4.1973,
1.3965,2.37814,2.54581,2.21899,4.21564,
1.42534,2.36365,2.5514,2.23268,4.22523,
1.44637,2.35653,2.57741,2.21926,4.24306,
1.48015,2.33747,2.55549,2.21037,4.26326,
1.52032,2.32069,2.57576,2.19826,4.27063,
1.54708,2.30885,2.55668,2.19544,4.27701,
1.53993,2.29684,2.55949,2.17617,4.28408,
1.53112,2.27973,2.56147,2.16495,4.30272,
1.53186,2.26276,2.56704,2.14539,4.30685,
1.55861,2.25714,2.56367,2.14509,4.31819,
1.59641,2.24459,2.55924,2.16142,4.32271,
1.61784,2.23626,2.5831,2.1536,4.32898,
1.65819,2.2191,2.59795,2.16519,4.32954,
1.6789,2.20886,2.60044,2.15434,4.33351,
1.70169,2.21232,2.58861,2.16069,4.35279,
1.7128,2.19594,2.58824,2.14757,4.3698,
1.74031,2.18429,2.60106,2.1343,4.37105,
1.74269,2.17185,2.59154,2.12084,4.36876,
1.76164,2.17077,2.57242,2.11182,4.37914,
1.77844,2.16666,2.57125,2.09861,4.39511,
1.8194,2.15856,2.5662,2.08502,4.40204,
1.82114,2.15048,2.54441,2.09062,4.40553,
1.82178,2.14498,2.54202,2.09414,4.4099,
1.83843,2.13935,2.5197,2.11797,4.42303,
1.86857,2.12154,2.50636,2.13945,4.43863,
1.87389,2.11133,2.48542,2.13389,4.43227,
1.87097,2.10011,2.46705,2.12419,4.44868,
1.86553,2.08387,2.46254,2.11753,4.4585,
1.87278,2.07129,2.45766,2.12808,4.47478,
1.87468,2.05122,2.45843,2.1224,4.48741,
1.86266,2.03321,2.43436,2.10648,4.50325,
1.85736,2.01549,2.42157,2.10495,4.52103,
1.8502,1.99573,2.39784,2.09161,4.53681,
1.86533,1.98348,2.38419,2.09506,4.55082,
1.86728,1.96587,2.36834,2.09413,4.56717,
