map1.txt
1.57,0.78,1.57,0.78,1.57,
1.41435,0.815247,1.80344,0.873648,2.0288,
1.68759,0.761279,2.08523,0.874387,2.32645,
1.61604,1.24661,2.04663,0.808139,2.68308,
1.49364,1.35695,2.15597,1.00932,2.88578,
1.83465,1.55779,2.565,1.52804,3.17736,
1.66514,1.67352,2.83263,1.82354,3.14381,
1.55485,1.90018,3.06922,1.64425,3.17942,
1.43856,1.94516,3.0763,1.76182,3.33248,
1.3339,1.98565,3.08267,1.86764,3.47023,
1.23971,2.02208,3.0884,1.96288,3.59421,
1.15494,2.05488,3.09356,2.04859,3.70579,
1.07865,2.08439,3.09821,2.12573,3.80621,
1.00998,2.11095,3.10239,2.19516,3.89659,
1.20381,1.98833,2.94539,2.39325,4.07278,
1.16935,1.88033,2.82649,2.58607,4.02591,
1.13352,1.73418,2.70414,2.69559,3.95977,
1.0575,1.98796,2.44507,3.00018,3.97483,
1.03509,1.94692,2.39397,2.96223,4.04176,
1.05345,1.83894,2.1788,3.02185,4.15494,
1.01013,1.65585,1.9904,2.97607,4.22887,
0.941473,1.52921,1.82728,2.96827,4.20974,
0.868316,1.52231,1.78479,3.07241,4.34002,
0.854874,1.42175,1.89604,3.21933,4.49771,
0.801958,1.38777,1.91156,3.20934,4.49007,
0.759324,1.37521,1.95429,3.20955,4.51605,
0.718075,1.35865,2.00289,3.23976,4.62472,
0.65537,1.32999,2.00507,3.28271,4.66612,
0.595519,1.35149,2.00702,3.32584,4.67275,
0.542198,1.23608,2.1033,3.34671,4.69616,
0.493846,1.2565,2.1523,3.28873,4.72564,
0.457893,1.31689,2.18273,3.27441,4.73302,
0.44147,1.4015,2.30383,3.29769,4.73235,
0.431951,1.44515,2.34275,3.31227,4.75204,
0.401043,1.47329,2.35683,3.25617,4.85008,
0.399116,1.47818,2.42571,3.19963,4.84246,
0.390425,1.51252,2.46907,3.21783,4.82255,
0.377107,1.57265,2.57069,3.24028,4.78404,
0.374859,1.6699,2.64453,3.25693,4.79265,
0.413124,1.712,2.66024,3.25946,4.81307,
0.411012,1.7758,2.70822,3.21551,4.80276,
0.375064,1.76466,2.77913,3.27258,4.79668,
0.347737,1.80555,2.78982,3.33248,4.75587,
0.356562,1.8653,2.8633,3.37025,4.76371,
0.360106,1.91377,2.89097,3.31523,4.75834,
0.363296,1.95739,2.91587,3.2657,4.75351,
0.366166,1.99665,2.93828,3.22113,4.74915,
0.368749,2.03199,2.95845,3.18102,4.74524,
0.371074,2.06379,2.97661,3.14492,4.74172,
0.373167,2.09241,2.99295,3.11243,4.73854,
0.37505,2.11817,3.00765,3.08318,4.73569,
0.376745,2.14135,3.02089,3.05686,4.73312,
0.378271,2.16222,3.0328,3.03318,4.73081,
0.379644,2.18099,3.04352,3.01186,4.72873,
0.380879,2.19789,3.05317,2.99267,4.72685,
0.381991,2.21311,3.06185,2.97541,4.72517,
0.382992,2.22679,3.06967,2.95987,4.72365,
0.383893,2.23912,3.0767,2.94588,4.72229,
0.384704,2.2502,3.08303,2.93329,4.72106,
0.385433,2.26018,3.08873,2.92196,4.71995,
0.38609,2.26916,3.09385,2.91177,4.71896,
0.386681,2.27725,3.09847,2.90259,4.71806,
0.387213,2.28452,3.10262,2.89433,4.71726,
0.387692,2.29107,3.10636,2.8869,4.71653,
0.388122,2.29696,3.10972,2.88021,4.71588,
0.38851,2.30227,3.11275,2.87419,4.71529,
0.388859,2.30704,3.11548,2.86877,4.71476,
0.389173,2.31134,3.11793,2.86389,4.71428,
0.389456,2.3152,3.12014,2.8595,4.71386,
0.38971,2.31868,3.12212,2.85555,4.71347,
0.389939,2.32181,3.12391,2.852,4.71312,
0.390145,2.32463,3.12552,2.8488,4.71281,
0.390331,2.32717,3.12697,2.84592,4.71253,
0.390498,2.32945,3.12827,2.84333,4.71228,
0.390648,2.33151,3.12944,2.84099,4.71205,
0.390783,2.33336,3.1305,2.83889,4.71184,
0.390905,2.33502,3.13145,2.837,4.71166,
0.391014,2.33652,3.1323,2.8353,4.71149,
0.391113,2.33787,3.13307,2.83377,4.71134,
0.391202,2.33908,3.13377,2.8324,4.71121,
0.391281,2.34017,3.13439,2.83116,4.71109,
0.391353,2.34116,3.13495,2.83004,4.71098,
0.391418,2.34204,3.13546,2.82904,4.71088,
0.391476,2.34284,3.13591,2.82813,4.71079,
0.391529,2.34355,3.13632,2.82732,4.71071,
0.391576,2.3442,3.13669,2.82659,4.71064,
0.391618,2.34478,3.13702,2.82593,4.71058,
0.391656,2.3453,3.13732,2.82534,4.71052,
0.391691,2.34577,3.13758,2.8248,4.71047,
0.391722,2.34619,3.13783,2.82432,4.71042,
0.391749,2.34657,3.13804,2.82389,4.71038,
0.391775,2.34692,3.13824,2.8235,4.71034,
0.391797,2.34722,3.13842,2.82315,4.71031,
0.391817,2.3475,3.13857,2.82284,4.71028,
0.391836,2.34775,3.13872,2.82255,4.71025,
0.391852,2.34798,3.13884,2.8223,4.71022,
0.391867,2.34818,3.13896,2.82207,4.7102,
0.39188,2.34836,3.13906,2.82186,4.71018,
0.391892,2.34852,3.13916,2.82167,4.71016,
0.391903,2.34867,3.13924,2.82151,4.71015,
0.391913,2.34881,3.13932,2.82136,4.71013,
0.391921,2.34892,3.13939,2.82122,4.71012,
0.391929,2.34903,3.13945,2.8211,4.71011,
0.391936,2.34913,3.1395,2.82099,4.7101,
0.392,2.35,3.14,2.82,4.71,
