planner,mapName,problemIndex,numSteps,cost,timespent,success
0,./map2.txt,0,50,4.813263,0.004321573011111,True
0,./map2.txt,1,49,5.410666,0.005123800001456,True
0,./map2.txt,2,91,26.660103,0.089951458008727,True
0,./map2.txt,3,44,1.670275,0.006342084991047,True
0,./map2.txt,4,53,8.22779,0.008653655997477,True
0,./map2.txt,5,63,7.983092,0.082324674003758,True
0,./map2.txt,6,55,11.705423,0.014036717009731,True
0,./map2.txt,7,103,32.925886,0.597569636011031,True
0,./map2.txt,8,93,25.352387,0.559170363994781,True
0,./map2.txt,9,57,13.456921,0.014624497998739,True
0,./map2.txt,10,58,11.979699,0.082641763001448,True
0,./map2.txt,11,47,7.535639,0.006627385009779,True
0,./map2.txt,12,54,6.8725,0.03204088700295,True
0,./map2.txt,13,48,5.155121,0.005886822997127,True
0,./map2.txt,14,53,6.755875,0.005888997009606,True
0,./map2.txt,15,76,17.295878,0.063576617001672,True
0,./map2.txt,16,55,9.172679,0.010713580995798,True
0,./map2.txt,17,43,2.566317,0.006305846007308,True
0,./map2.txt,18,50,5.502727,0.005609298008494,True
0,./map2.txt,19,70,17.532222,0.076148082996952,True
1,./map2.txt,0,3,4.630523,0.004158555006143,True
1,./map2.txt,1,18,6.423686,0.004473300999962,True
1,./map2.txt,2,101,27.738181,0.061724694998702,True
1,./map2.txt,3,3,2.495805,0.003249806002714,True
1,./map2.txt,4,15,7.006362,0.008039283013204,True
1,./map2.txt,5,19,6.60349,0.013011317001656,True
1,./map2.txt,6,72,20.349541,0.152298308996251,True
1,./map2.txt,7,117,29.841406,0.165259312008857,True
1,./map2.txt,8,60,16.439569,0.102025362997665,True
1,./map2.txt,9,38,14.211895,0.015198152992525,True
1,./map2.txt,10,37,12.747127,0.027794305002317,True
1,./map2.txt,11,54,16.379323,0.02221963199554,True
1,./map2.txt,12,17,6.93164,0.008376251003938,True
1,./map2.txt,13,9,6.164821,0.007431113990606,True
1,./map2.txt,14,3,4.572549,0.003045510005904,True
1,./map2.txt,15,52,15.954138,0.02906295399589,True
1,./map2.txt,16,9,9.150533,0.003663950003101,True
1,./map2.txt,17,3,2.915969,0.002573566991487,True
1,./map2.txt,18,3,5.289887,0.002550172997871,True
1,./map2.txt,19,48,11.523452,0.092733409008361,True
2,./map2.txt,0,30,5.800683,0.005137776999618,True
2,./map2.txt,1,29,5.066146,0.004062542997417,True
2,./map2.txt,2,42,16.603357,0.026045758000692,True
2,./map2.txt,3,26,3.808765,0.005522453997401,True
2,./map2.txt,4,34,8.375406,0.005624918005196,True
2,./map2.txt,5,31,5.056998,0.014719528000569,True
2,./map2.txt,6,32,8.465033,0.007836459990358,True
2,./map2.txt,7,53,29.737518,0.061149105997174,True
2,./map2.txt,8,41,15.097587,0.013851155992597,True
2,./map2.txt,9,34,10.039449,0.006992834998528,True
2,./map2.txt,10,40,19.235403,0.010154635005165,True
2,./map2.txt,11,27,6.925199,0.005092450999655,True
2,./map2.txt,12,33,8.89976,0.01986322599987,True
2,./map2.txt,13,30,5.536481,0.004522402989096,True
2,./map2.txt,14,30,4.572549,0.004168492989265,True
2,./map2.txt,15,46,19.265962,0.03807219301234,True
2,./map2.txt,16,33,9.728575,0.079585464001866,True
2,./map2.txt,17,27,2.553469,0.004461417003768,True
2,./map2.txt,18,30,7.021129,0.005325240999809,True
2,./map2.txt,19,39,18.08097,0.029292138002347,True
3,./map2.txt,0,15,6.860611,0.163399343990022,True
3,./map2.txt,1,2,5.066146,0.115783041008399,True
3,./map2.txt,2,2,4.50976230717959,0.113713016005931,True
3,./map2.txt,3,4,3.784799,0.116660119994776,True
3,./map2.txt,4,19,20.456586,0.113171321994741,True
3,./map2.txt,5,33,41.978732,0.117991959006758,True
3,./map2.txt,6,2,6.53241761435917,0.11781984299887,True
3,./map2.txt,7,2,8.41802730717959,0.115728347998811,True
3,./map2.txt,8,2,5.95498030717959,0.105534689995693,True
3,./map2.txt,9,2,3.82449430717959,0.106086913991021,True
3,./map2.txt,10,25,29.311277,0.117117053989205,True
3,./map2.txt,11,29,30.0753758,0.116963805005071,True
3,./map2.txt,12,2,4.45684,0.112743272999069,True
3,./map2.txt,13,15,16.106279,0.107943074006471,True
3,./map2.txt,14,28,31.384226,0.113347886988777,True
3,./map2.txt,15,2,9.13457330717959,0.10717801800638,True
3,./map2.txt,16,17,16.368595,0.112246122997021,True
3,./map2.txt,17,13,14.771911,0.10872783800005,True
3,./map2.txt,18,2,4.522867,0.105049040997983,True
3,./map2.txt,19,2,4.18728930717959,0.116275862994371,True
